,type,id,attributes.accession,attributes.samples-count,attributes.bioproject,attributes.is-private,attributes.secondary-accession,attributes.centre-name,attributes.public-release-date,attributes.study-abstract,attributes.study-name,attributes.data-origination,attributes.last-update,relationships.geocoordinates.links.related,relationships.biomes.links.related,relationships.biomes.data,relationships.publications.links.related,relationships.samples.links.related,relationships.analyses.links.related,relationships.downloads.links.related,links.self
732,studies,MGYS00002046,MGYS00002046,8,PRJEB22529,False,ERP104210,EMG,,The DIPP Diabetes Microbiome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set SRP006764. This project includes samples from the following biomes : Human gut.,EMG produced TPA metagenomics assembly of the DIPP Diabetes Microbiome (DIPP Diabetes Microbiome) data set,SUBMITTED,2017-11-24T16:45:43,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002046/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002046/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002046/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002046/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002046/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002046/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002046
733,studies,MGYS00002027,MGYS00002027,1,PRJEB22505,False,ERP104186,EMG,,The Impact of cefprozil on the gut microbiome of healthy individuals Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJEB8094. This project includes samples from the following biomes : Human gut.,EMG produced TPA metagenomics assembly of the The initial state of the human gut microbiome determines its reshaping by antibiotics (Impact of cefprozil on the gut microbiome of healthy individuals) data set,SUBMITTED,2017-11-24T16:43:54,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002027/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002027/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002027/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002027/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002027/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002027/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002027
734,studies,MGYS00002021,MGYS00002021,1,PRJEB22392,False,ERP104072,EMG,,The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA60717. This project includes samples from the following biomes : Human gut.,EMG produced TPA metagenomics assembly of the Metagenomic analysis of infant stool sample (human gut metagenome) data set,SUBMITTED,2017-11-23T14:22:07,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002021/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002021/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002021/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002021/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002021/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002021/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002021
735,studies,MGYS00002014,MGYS00002014,45,PRJEB22388,False,ERP104068,EMG,,The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA327106. This project includes samples from the following biomes : Human gut.,"EMG produced TPA metagenomics assembly of the Raw reads of the microbiota of premature infant mouth, skin, and gut (human gut metagenome) data set",SUBMITTED,2017-11-15T14:59:47,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002014/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002014/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002014/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002014/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002014/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002014/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002014
736,studies,MGYS00002007,MGYS00002007,1,PRJEB22492,False,ERP104173,EMG,,The MetaHIT Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJEB2054. This project includes samples from the following biomes : Human gut.,EMG produced TPA metagenomics assembly of the A human gut microbial gene catalog established by deep metagenomic sequencing (MetaHIT) data set,SUBMITTED,2017-11-15T13:01:52,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002007/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002007/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002007/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002007/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002007/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002007/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002007
737,studies,MGYS00002006,MGYS00002006,27,PRJEB22395,False,ERP104075,EMG,,The gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA177201. This project includes samples from the following biomes : Human gut.,EMG produced TPA metagenomics assembly of the Symptomatic atherosclerosis gut metagenome. (gut metagenome) data set,SUBMITTED,2017-11-15T11:21:11,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system'}}, {'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006
738,studies,MGYS00002003,MGYS00002003,3,PRJEB23408,False,ERP105162,"SDAU, Sardarkrushinagar",,Tuberculosis is the most important zoonotic disease in the world.,Metagenomics of camel tuberculosis,SUBMITTED,2017-11-13T14:14:57,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002003/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002003/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002003/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002003/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002003/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002003/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002003
739,studies,MGYS00001991,MGYS00001991,3,PRJEB23207,False,ERP104944,ISTITUTO SUPERIORE DI SANITA,,"The human intestinal microbiota is a homeostatic ecosystem with a remarkable impact on human health and the disruption of this equilibrium leads to an increased susceptibility to infection by numerous pathogens. In this study, we used shotgun metagenomic sequencing and two different bioinformatics approaches, to investigate possible changes in the composition of the intestinal microbiota in samples from patients with STEC infection compared to healthy and healed controls, collected during an outbreak caused by a STEC O26:H11 infection. Regardless of the bioinformatic procedure used, a good resolution of the taxonomic profiles of the samples was achieved. The faeces collected from the STEC infected patients showed a lower intestinal abundance of the beneficial microorganisms Bifidobacterium and Clostridiales spp. in comparison to controls where those microorganisms predominated. These differences were observed with both bioinformatic approaches used and seemed to be related with the STEC infection although the variation in the relative abundance of the members of the Bifidobacterium genus could have also been associated with the dysbiotic status following the diarrhoea.Finally, the metagenomic sequencing allowed to identify in the STEC positive samples, all the virulence traits present in the genomes of the STEC O26 that caused the outbreak. The results shown represent a first evidence of the changes occurring in the intestinal microbiota of children in the course of STEC infection and indicate that metagenomics may be a promising tool for the culture-independent clinical diagnosis of the infection.",Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected patients,SUBMITTED,2017-11-03T09:27:12,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001991/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001991/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001991/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001991/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001991/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001991/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001991
740,studies,MGYS00001986,MGYS00001986,32,PRJEB22387,False,ERP104067,EMG,,The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA188481. This project includes samples from the following biomes : Human gut.,EMG produced TPA metagenomics assembly of the Linking Lifestyle to the Oral and Gut Microbiota in a Large Prospective Cohort (human gut metagenome) data set,SUBMITTED,2017-11-01T16:12:56,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001986/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001986/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001986/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001986/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001986/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001986/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001986
741,studies,MGYS00001980,MGYS00001980,717,PRJEB22283,False,ERP103961,EMG,,"The human metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA48479. This project includes samples from the following biomes : Fecal,Oral,Attached Keratinized gingiva,buccal mucosa,hard palate,Palatine tonsils,Saliva,Subgingival plaque,Supragingival plaque,Throat,Introitus,Midpoint vagina,posterior fornix,anterior nares,retroauricular crease.","EMG produced TPA metagenomics assembly of the Human Microbiome Project (HMP) Metagenomic WGS Projects, deeper sequencing of the human microbiome samples: Production Phase (human metagenome) data set",SUBMITTED,2017-11-01T10:08:58,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001980/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001980/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human'}}, {'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Saliva', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001980/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001980/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001980/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001980/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001980
742,studies,MGYS00001960,MGYS00001960,4,PRJEB22832,False,ERP104539,UNIVERSITY OF SAO PAULO,,"Library of 16S RNA, amplicon, from microbial community","Library of 16S RNA, amplicon, from microbial community",SUBMITTED,2017-10-03T08:54:11,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001960/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001960/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001960/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001960/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001960/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001960/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001960
743,studies,MGYS00001908,MGYS00001908,9,PRJEB22036,False,ERP024356,UNIVERSITY OF FLORENCE,,Correlation between gut microbiota and presence of fecal fungal isolates in Crohn's disease patients.,Correlation between gut microbiota and presence of fecal fungal isolates in Crohn's disease patients.,SUBMITTED,2017-08-11T15:15:04,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001908/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001908/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001908/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001908/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001908/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001908/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001908
744,studies,MGYS00001902,MGYS00001902,1,PRJEB21816,False,ERP024113,GUH,,Aortite,Aortite,SUBMITTED,2017-07-28T08:39:14,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001902/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001902/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Circulatory system', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Circulatory%20system'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001902/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001902/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001902/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001902/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001902
745,studies,MGYS00001901,MGYS00001901,40,PRJEB21933,False,ERP024243,DALHOUSIE UNIVERSITY,,16S data - Multi-omics Differentially Classify Disease State and Treatment Outcome in Pediatric Crohn's Disease,16S data - Multi-omics Differentially Classify Disease State and Treatment Outcome in Pediatric Crohn's Disease,SUBMITTED,2017-07-27T09:36:22,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001901/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001901/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001901/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001901/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001901/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001901/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001901
746,studies,MGYS00001897,MGYS00001897,12,PRJEB21827,False,ERP024125,Discuva,,A/B testing for colon model,A/B testing for colon model,SUBMITTED,2017-07-24T13:27:54,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001897/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001897/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human'}}, {'type': 'biomes', 'id': 'root:Host-associated:Mammals:Digestive system:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Mammals:Digestive%20system:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001897/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001897/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001897/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001897/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001897
747,studies,MGYS00001893,MGYS00001893,2,PRJEB16762,False,ERP018622,SC,,ICU_metagenomics_Using_16S_rRNA_analysis_for_assessing_the_respiratory_bacterial_infection_threat_to_immunocompromised_patients_within_Intensive_Care_Units,ICU_metagenomics_Using_16S_rRNA_analysis_for_assessing_the_respiratory_bacterial_infection_threat_to_immunocompromised_patients_within_Intensive_Care_Units,SUBMITTED,2017-07-19T10:13:25,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001893/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001893/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001893/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001893/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001893/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001893/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001893
748,studies,MGYS00001892,MGYS00001892,2,PRJNA43253,False,SRP001709,CGS-GL,,Human fecal microbiome,Human fecal microbiome,HARVESTED,2017-07-18T11:32:36,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001892/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001892/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001892/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001892/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001892/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001892/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001892
749,studies,MGYS00001887,MGYS00001887,2,PRJEB21696,False,ERP023970,THE CATHOLIC UNIVERSITY OF KOREA,,Metagenomics 1st 5 data,Metagenomics 1st 5 data,SUBMITTED,2017-07-13T09:25:17,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001887/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001887/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001887/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001887/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001887/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001887/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001887
750,studies,MGYS00001886,MGYS00001886,111,PRJEB14084,False,ERP015692,SC,,The_mechanism_of_nutritional_therapy_for_Paediatric_Crohn_s_disease,The_mechanism_of_nutritional_therapy_for_Paediatric_Crohn_s_disease,SUBMITTED,2017-07-12T14:46:03,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001886/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001886/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001886/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001886/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001886/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001886/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001886
751,studies,MGYS00001884,MGYS00001884,209,PRJEB20227,False,ERP022366,WAGENINGEN UNIVERSIT,,"Effects of seasonality and previous logging on wild lemur gastrointestinal microbial composition, nematode infections and their interactions","Effects of seasonality and previous logging on wild lemur gastrointestinal microbial composition, nematode infections and their interactions",SUBMITTED,2017-07-11T16:46:53,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001884/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001884/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}, {'type': 'biomes', 'id': 'root:Host-associated:Mammals:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Mammals:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001884/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001884/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001884/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001884/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001884
752,studies,MGYS00001868,MGYS00001868,10,PRJEB21490,False,ERP023746,Michael Hooker Research Center,,the relationships between gut microbiome and environmental chemicals,the relationships between gut microbiome and environmental chemicals,SUBMITTED,2017-07-05T09:46:45,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001868/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001868/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001868/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001868/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001868/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001868/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001868
753,studies,MGYS00001863,MGYS00001863,40,PRJEB21446,False,ERP023694,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,,Metatranscriptome reveals the function shifts of the vaginal microbiome during the treatment of bacterial vaginosis,Metatranscriptome reveals the function shifts of the vaginal microbiome during the treatment of bacterial vaginosis,SUBMITTED,2017-07-03T09:05:11,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001863/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001863/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Reproductive system:Vagina', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001863/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001863/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001863/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001863/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001863
754,studies,MGYS00001859,MGYS00001859,138,PRJEB20007,False,ERP022109,WAGENINGEN UNIVERSIT,,Area of habitation strongly influences faecal microbial composition of wild lemurs,Area of habitation strongly influences faecal microbial composition of wild lemurs,SUBMITTED,2017-06-27T09:03:08,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001859/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001859/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001859/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001859/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001859/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001859/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001859
